compliance_id,client_id,compliance_type,due_date,completion_date,status,risk_score,regulatory_body,penalty_amount,remediation_required
COMP204336,CL106847,KYC,07/06/2022,12/06/2022,Compliant,3.53,RBI,0.0,No
COMP204337,CL106348,disclosure,20/02/2023,18/02/2023,Compliant,3.45,RBI,0.0,No
COMP204338,CL115335,tax_reporting,28/02/2022,10/03/2022,Non_compliant,8.23,Income_Tax,28946.76,Yes
COMP204339,CL105844,tax_reporting,05/01/2022,,Pending,6.64,RBI,0.0,Yes
COMP204340,CL100760,KYC,24/08/2024,25/08/2024,Compliant,1.01,Income_Tax,0.0,No
COMP204341,CL118809,tax_reporting,10/06/2025,13/06/2025,Compliant,2.83,SEBI,0.0,No
COMP204342,CL116018,KYC,26/07/2023,25/07/2023,Compliant,3.75,FIU,0.0,No
COMP204343,CL118902,tax_reporting,02/08/2021,31/07/2021,Compliant,2.36,FIU,0.0,No
COMP204344,CL115663,AML,15/05/2021,20/05/2021,Compliant,3.97,RBI,0.0,No
COMP204345,CL115428,KYC,16/09/2024,17/09/2024,Compliant,1.64,SEBI,0.0,No
COMP204346,CL100793,tax_reporting,07/01/2022,06/01/2022,Compliant,1.96,SEBI,0.0,No
COMP204347,CL119325,AML,19/04/2023,23/04/2023,Compliant,3.85,RBI,0.0,No
COMP204348,CL107474,disclosure,13/04/2023,08/04/2023,Compliant,3.52,FIU,0.0,No
COMP204349,CL110907,AML,26/03/2025,21/03/2025,Compliant,1.84,RBI,0.0,No
COMP204350,CL110146,tax_reporting,13/09/2024,08/10/2024,Non_compliant,8.94,RBI,9245.84,Yes
COMP204351,CL115781,tax_reporting,28/05/2022,02/06/2022,Compliant,1.63,FIU,0.0,No
COMP204352,CL114250,tax_reporting,23/10/2022,23/10/2022,Compliant,1.26,SEBI,0.0,No
COMP204353,CL103240,AML,27/05/2021,21/07/2021,Non_compliant,7.17,RBI,12209.44,Yes
COMP204354,CL102705,tax_reporting,05/03/2024,06/03/2024,Compliant,2.53,Income_Tax,0.0,No
COMP204355,CL112650,AML,21/11/2024,,Pending,5.91,Income_Tax,0.0,Yes
COMP204356,CL112192,tax_reporting,07/01/2024,02/01/2024,Compliant,1.04,FIU,0.0,No
COMP204357,CL110140,KYC,27/04/2025,25/04/2025,Compliant,1.78,Income_Tax,0.0,No
COMP204358,CL111007,tax_reporting,03/03/2021,07/03/2021,Compliant,1.92,SEBI,0.0,No
COMP204359,CL115098,disclosure,09/08/2022,07/08/2022,Compliant,1.48,Income_Tax,0.0,No
COMP204360,CL110047,AML,04/09/2024,04/09/2024,Compliant,1.46,SEBI,0.0,No
COMP204361,CL109492,tax_reporting,23/08/2023,23/08/2023,Compliant,3.74,Income_Tax,0.0,No
COMP204362,CL111614,tax_reporting,25/01/2021,05/02/2021,Non_compliant,9.01,FIU,3418.68,Yes
COMP204363,CL102384,disclosure,07/12/2024,02/12/2024,Compliant,3.73,RBI,0.0,No
COMP204364,CL103684,AML,03/07/2025,,Pending,5.05,RBI,0.0,Yes
COMP204365,CL101143,AML,26/05/2022,25/05/2022,Compliant,1.21,RBI,0.0,No
COMP204366,CL101243,tax_reporting,09/04/2025,,Pending,6.37,RBI,0.0,Yes
COMP204367,CL107037,AML,14/09/2022,16/09/2022,Compliant,1.45,FIU,0.0,No
COMP204368,CL116560,KYC,28/04/2022,27/04/2022,Compliant,2.87,Income_Tax,0.0,No
COMP204369,CL101014,KYC,24/10/2023,27/10/2023,Compliant,2.12,FIU,0.0,No
COMP204370,CL115683,AML,20/09/2024,17/09/2024,Compliant,1.9,Income_Tax,0.0,No
COMP204371,CL110934,KYC,17/12/2024,18/12/2024,Compliant,1.14,SEBI,0.0,No
COMP204372,CL102045,tax_reporting,07/08/2021,08/08/2021,Compliant,2.39,Income_Tax,0.0,No
COMP204373,CL113779,tax_reporting,01/06/2024,04/06/2024,Compliant,1.19,Income_Tax,0.0,No
COMP204374,CL104813,tax_reporting,23/01/2022,26/01/2022,Compliant,1.98,SEBI,0.0,No
COMP204375,CL107041,KYC,11/01/2025,,Pending,6.02,FIU,0.0,Yes
COMP204376,CL116975,AML,14/03/2022,09/03/2022,Compliant,2.32,RBI,0.0,No
COMP204377,CL111929,tax_reporting,27/02/2021,01/03/2021,Compliant,3.96,Income_Tax,0.0,No
COMP204378,CL117836,tax_reporting,27/07/2021,31/07/2021,Compliant,2.32,Income_Tax,0.0,No
COMP204379,CL114646,AML,17/03/2021,12/04/2021,Non_compliant,9.18,FIU,32767.48,Yes
COMP204380,CL100360,KYC,01/01/2023,31/12/2022,Compliant,3.36,SEBI,0.0,No
COMP204381,CL118663,KYC,19/08/2022,18/08/2022,Compliant,2.26,RBI,0.0,No
COMP204382,CL106277,tax_reporting,06/10/2022,06/10/2022,Compliant,1.02,SEBI,0.0,No
COMP204383,CL106666,KYC,04/02/2021,25/02/2021,Non_compliant,7.85,FIU,27279.86,Yes
COMP204384,CL116659,tax_reporting,23/09/2023,19/09/2023,Compliant,1.96,SEBI,0.0,No
COMP204385,CL105646,AML,16/08/2021,15/08/2021,Compliant,3.37,RBI,0.0,No
COMP204386,CL116724,tax_reporting,02/03/2024,,Pending,4.54,Income_Tax,0.0,Yes
COMP204387,CL103664,tax_reporting,09/03/2024,05/03/2024,Compliant,3.21,Income_Tax,0.0,No
COMP204388,CL103727,tax_reporting,06/06/2024,05/06/2024,Compliant,2.85,FIU,0.0,No
COMP204389,CL109260,AML,29/06/2025,04/07/2025,Compliant,3.77,Income_Tax,0.0,No
COMP204390,CL113508,tax_reporting,03/06/2024,30/05/2024,Compliant,2.02,SEBI,0.0,No
COMP204391,CL106232,disclosure,26/01/2022,29/01/2022,Compliant,3.54,RBI,0.0,No
COMP204392,CL104103,disclosure,07/06/2021,10/06/2021,Compliant,1.66,SEBI,0.0,No
COMP204393,CL107368,AML,09/10/2024,14/10/2024,Compliant,1.89,SEBI,0.0,No
COMP204394,CL115664,KYC,17/01/2022,19/01/2022,Compliant,2.53,RBI,0.0,No
COMP204395,CL104656,disclosure,23/05/2023,23/05/2023,Compliant,3.62,RBI,0.0,No
COMP204396,CL108112,KYC,12/12/2023,11/12/2023,Compliant,1.49,RBI,0.0,No
COMP204397,CL119386,KYC,05/10/2024,02/10/2024,Compliant,3.6,FIU,0.0,No
COMP204398,CL109054,disclosure,02/08/2024,03/08/2024,Compliant,3.52,RBI,0.0,No
COMP204399,CL119632,disclosure,04/10/2021,30/09/2021,Compliant,2.31,RBI,0.0,No
COMP204400,CL106167,AML,22/09/2024,,Pending,6.21,SEBI,0.0,Yes
COMP204401,CL109236,KYC,22/08/2022,26/08/2022,Compliant,1.88,RBI,0.0,No
COMP204402,CL111495,KYC,25/05/2025,30/05/2025,Compliant,3.14,RBI,0.0,No
COMP204403,CL108621,AML,22/01/2021,,Pending,5.06,FIU,0.0,Yes
COMP204404,CL116423,disclosure,28/03/2023,,Pending,5.57,RBI,0.0,Yes
COMP204405,CL109359,tax_reporting,04/12/2021,08/12/2021,Compliant,3.97,Income_Tax,0.0,No
COMP204406,CL105760,tax_reporting,10/01/2024,11/01/2024,Compliant,3.77,Income_Tax,0.0,No
COMP204407,CL119189,KYC,21/12/2021,29/01/2022,Non_compliant,6.45,RBI,48839.42,Yes
COMP204408,CL108505,KYC,30/12/2024,03/01/2025,Compliant,2.85,RBI,0.0,No
COMP204409,CL104112,AML,18/02/2021,14/02/2021,Compliant,1.31,FIU,0.0,No
COMP204410,CL102731,AML,28/05/2023,,Pending,6.07,Income_Tax,0.0,Yes
COMP204411,CL107604,tax_reporting,26/06/2023,23/06/2023,Compliant,3.43,FIU,0.0,No
COMP204412,CL105289,AML,30/10/2021,27/10/2021,Compliant,3.35,FIU,0.0,No
COMP204413,CL108911,AML,12/08/2021,11/08/2021,Compliant,1.61,RBI,0.0,No
COMP204414,CL109688,AML,03/06/2021,07/06/2021,Compliant,1.57,RBI,0.0,No
COMP204415,CL110823,tax_reporting,18/07/2021,18/07/2021,Compliant,3.26,SEBI,0.0,No
COMP204416,CL116786,tax_reporting,21/06/2024,25/06/2024,Compliant,3.36,RBI,0.0,No
COMP204417,CL118111,KYC,29/05/2025,31/05/2025,Compliant,2.64,SEBI,0.0,No
COMP204418,CL102833,KYC,18/11/2021,23/11/2021,Compliant,1.51,Income_Tax,0.0,No
COMP204419,CL103308,KYC,15/10/2022,11/10/2022,Compliant,3.41,SEBI,0.0,No
COMP204420,CL105264,KYC,22/06/2025,21/06/2025,Compliant,2.97,SEBI,0.0,No
COMP204421,CL110216,AML,29/03/2025,28/03/2025,Compliant,3.17,RBI,0.0,No
COMP204422,CL110029,disclosure,18/10/2024,,Pending,5.11,FIU,0.0,Yes
COMP204423,CL105502,disclosure,13/12/2021,15/12/2021,Compliant,3.95,SEBI,0.0,No
COMP204424,CL109657,tax_reporting,20/12/2024,17/12/2024,Compliant,1.25,FIU,0.0,No
COMP204425,CL102151,disclosure,12/10/2022,08/10/2022,Compliant,1.11,RBI,0.0,No
COMP204426,CL103980,disclosure,24/08/2024,28/08/2024,Compliant,2.21,RBI,0.0,No
COMP204427,CL118952,KYC,26/02/2021,25/04/2021,Non_compliant,7.37,RBI,10200.77,Yes
COMP204428,CL114054,KYC,03/06/2021,18/07/2021,Non_compliant,6.24,SEBI,35488.09,Yes
COMP204429,CL113586,tax_reporting,25/08/2021,30/08/2021,Compliant,1.7,SEBI,0.0,No
COMP204430,CL112344,AML,02/05/2022,22/05/2022,Non_compliant,8.11,Income_Tax,33714.54,Yes
COMP204431,CL114800,tax_reporting,25/05/2025,,Pending,6.22,SEBI,0.0,Yes
COMP204432,CL108618,tax_reporting,02/10/2023,29/09/2023,Compliant,2.47,SEBI,0.0,No
COMP204433,CL115477,disclosure,22/04/2022,23/04/2022,Compliant,2.63,SEBI,0.0,No
COMP204434,CL101403,AML,05/12/2023,30/11/2023,Compliant,3.19,SEBI,0.0,No
COMP204435,CL103524,AML,22/02/2024,22/02/2024,Compliant,3.73,FIU,0.0,No
COMP204436,CL106643,tax_reporting,08/10/2022,03/10/2022,Compliant,3.01,FIU,0.0,No
COMP204437,CL106324,KYC,10/09/2023,12/09/2023,Compliant,3.55,Income_Tax,0.0,No
COMP204438,CL117859,disclosure,08/12/2022,10/12/2022,Compliant,3.57,SEBI,0.0,No
COMP204439,CL112127,disclosure,07/04/2024,02/04/2024,Compliant,1.68,SEBI,0.0,No
COMP204440,CL105012,KYC,09/09/2023,05/09/2023,Compliant,2.51,SEBI,0.0,No
COMP204441,CL103717,KYC,01/07/2024,06/07/2024,Compliant,1.64,Income_Tax,0.0,No
COMP204442,CL115253,AML,16/07/2021,11/07/2021,Compliant,1.02,FIU,0.0,No
COMP204443,CL109729,disclosure,30/05/2025,27/05/2025,Compliant,1.43,Income_Tax,0.0,No
COMP204444,CL105747,AML,15/03/2021,20/03/2021,Compliant,2.02,SEBI,0.0,No
COMP204445,CL101280,disclosure,09/05/2025,10/05/2025,Compliant,2.98,SEBI,0.0,No
COMP204446,CL101566,disclosure,09/11/2024,11/11/2024,Compliant,1.15,FIU,0.0,No
COMP204447,CL110416,KYC,29/10/2021,24/10/2021,Compliant,3.37,SEBI,0.0,No
COMP204448,CL102610,KYC,23/10/2023,21/10/2023,Compliant,1.86,SEBI,0.0,No
COMP204449,CL116385,tax_reporting,06/05/2021,11/05/2021,Compliant,1.71,RBI,0.0,No
COMP204450,CL117741,AML,23/01/2023,27/01/2023,Compliant,1.22,SEBI,0.0,No
COMP204451,CL118363,tax_reporting,30/04/2022,19/06/2022,Non_compliant,6.96,RBI,24314.95,Yes
COMP204452,CL109030,KYC,25/05/2025,20/05/2025,Compliant,2.89,RBI,0.0,No
COMP204453,CL103594,tax_reporting,31/03/2025,01/04/2025,Compliant,3.73,SEBI,0.0,No
COMP204454,CL105369,AML,16/04/2024,12/04/2024,Compliant,2.58,Income_Tax,0.0,No
COMP204455,CL109801,KYC,24/02/2024,28/02/2024,Compliant,2.4,FIU,0.0,No
COMP204456,CL100689,disclosure,30/05/2021,28/05/2021,Compliant,1.26,Income_Tax,0.0,No
COMP204457,CL102470,AML,21/08/2023,26/08/2023,Compliant,2.25,Income_Tax,0.0,No
COMP204458,CL113699,tax_reporting,10/10/2023,08/10/2023,Compliant,2.23,FIU,0.0,No
COMP204459,CL108988,tax_reporting,14/01/2025,12/01/2025,Compliant,2.76,FIU,0.0,No
COMP204460,CL110906,tax_reporting,13/03/2024,15/03/2024,Compliant,1.92,RBI,0.0,No
COMP204461,CL115209,KYC,05/12/2023,07/12/2023,Compliant,3.71,FIU,0.0,No
COMP204462,CL113086,tax_reporting,06/12/2022,03/12/2022,Compliant,2.85,Income_Tax,0.0,No
COMP204463,CL117431,AML,22/07/2024,,Pending,4.47,SEBI,0.0,Yes
COMP204464,CL108321,disclosure,23/03/2021,26/04/2021,Non_compliant,7.72,RBI,5633.95,Yes
COMP204465,CL119124,KYC,09/11/2023,11/11/2023,Compliant,1.34,SEBI,0.0,No
COMP204466,CL102359,disclosure,04/01/2023,,Pending,6.95,RBI,0.0,Yes
COMP204467,CL108292,KYC,29/12/2023,29/12/2023,Compliant,2.69,RBI,0.0,No
COMP204468,CL109504,KYC,28/02/2025,02/03/2025,Compliant,2.28,FIU,0.0,No
COMP204469,CL112021,KYC,24/02/2021,,Pending,6.92,Income_Tax,0.0,Yes
COMP204470,CL117140,AML,06/11/2024,07/11/2024,Compliant,2.36,SEBI,0.0,No
COMP204471,CL117455,AML,15/06/2021,12/06/2021,Compliant,2.21,FIU,0.0,No
COMP204472,CL109933,AML,09/06/2022,04/06/2022,Compliant,2.33,Income_Tax,0.0,No
COMP204473,CL102221,tax_reporting,06/09/2024,03/09/2024,Compliant,2.96,SEBI,0.0,No
COMP204474,CL105160,disclosure,19/10/2023,14/10/2023,Compliant,1.42,SEBI,0.0,No
COMP204475,CL107862,disclosure,25/12/2024,27/12/2024,Compliant,1.34,FIU,0.0,No
COMP204476,CL112578,tax_reporting,20/05/2021,20/05/2021,Compliant,2.48,FIU,0.0,No
COMP204477,CL108267,disclosure,08/07/2025,08/07/2025,Compliant,1.17,RBI,0.0,No
COMP204478,CL117833,tax_reporting,05/02/2022,10/02/2022,Compliant,3.49,FIU,0.0,No
COMP204479,CL109888,disclosure,20/11/2023,15/11/2023,Compliant,3.75,RBI,0.0,No
COMP204480,CL107953,AML,28/01/2025,29/01/2025,Compliant,2.23,SEBI,0.0,No
COMP204481,CL105289,tax_reporting,24/11/2021,27/11/2021,Compliant,2.35,Income_Tax,0.0,No
COMP204482,CL116526,KYC,15/06/2023,20/06/2023,Compliant,2.79,SEBI,0.0,No
COMP204483,CL110969,disclosure,16/05/2025,01/06/2025,Non_compliant,7.21,SEBI,42871.78,Yes
COMP204484,CL102548,KYC,22/05/2022,23/05/2022,Compliant,1.64,SEBI,0.0,No
COMP204485,CL102174,tax_reporting,18/11/2022,,Pending,4.54,RBI,0.0,Yes
COMP204486,CL112621,KYC,03/02/2021,03/02/2021,Compliant,3.73,SEBI,0.0,No
COMP204487,CL109193,tax_reporting,30/04/2021,03/05/2021,Compliant,1.68,FIU,0.0,No
COMP204488,CL110728,disclosure,20/12/2023,24/12/2023,Compliant,3.75,FIU,0.0,No
COMP204489,CL111893,tax_reporting,04/09/2021,02/09/2021,Compliant,3.09,SEBI,0.0,No
COMP204490,CL117981,KYC,27/10/2024,29/10/2024,Compliant,1.97,Income_Tax,0.0,No
COMP204491,CL103803,KYC,03/07/2024,01/07/2024,Compliant,2.89,FIU,0.0,No
COMP204492,CL118342,tax_reporting,03/11/2024,,Pending,5.44,RBI,0.0,Yes
COMP204493,CL116495,AML,08/05/2022,13/05/2022,Compliant,3.93,FIU,0.0,No
COMP204494,CL104623,disclosure,26/08/2023,26/08/2023,Compliant,1.97,FIU,0.0,No
COMP204495,CL101685,KYC,17/05/2024,22/05/2024,Compliant,3.21,Income_Tax,0.0,No
COMP204496,CL117910,tax_reporting,01/05/2022,29/04/2022,Compliant,2.82,FIU,0.0,No
COMP204497,CL117408,disclosure,27/07/2024,26/07/2024,Compliant,1.05,Income_Tax,0.0,No
COMP204498,CL117138,AML,20/01/2022,21/01/2022,Compliant,2.43,SEBI,0.0,No
COMP204499,CL110733,disclosure,02/03/2022,26/02/2022,Compliant,1.45,FIU,0.0,No
COMP204500,CL102319,disclosure,24/09/2022,23/09/2022,Compliant,3.93,SEBI,0.0,No
COMP204501,CL117857,KYC,01/12/2021,28/11/2021,Compliant,1.27,RBI,0.0,No
COMP204502,CL113831,AML,22/04/2024,20/04/2024,Compliant,1.96,FIU,0.0,No
COMP204503,CL108709,tax_reporting,08/07/2021,13/07/2021,Compliant,2.13,SEBI,0.0,No
COMP204504,CL106430,KYC,26/03/2023,25/03/2023,Compliant,2.39,RBI,0.0,No
COMP204505,CL111440,KYC,15/01/2022,14/01/2022,Compliant,3.52,Income_Tax,0.0,No
COMP204506,CL110551,KYC,15/02/2021,17/02/2021,Compliant,2.18,Income_Tax,0.0,No
COMP204507,CL109816,disclosure,15/04/2024,18/04/2024,Compliant,3.73,RBI,0.0,No
COMP204508,CL116646,KYC,26/08/2021,27/08/2021,Compliant,3.66,FIU,0.0,No
COMP204509,CL109272,disclosure,04/08/2022,03/08/2022,Compliant,2.58,FIU,0.0,No
COMP204510,CL109043,AML,08/04/2022,,Pending,6.8,SEBI,0.0,Yes
COMP204511,CL109516,KYC,11/06/2023,08/06/2023,Compliant,2.48,RBI,0.0,No
COMP204512,CL111039,tax_reporting,30/11/2024,29/11/2024,Compliant,2.85,FIU,0.0,No
COMP204513,CL102495,AML,08/03/2022,10/03/2022,Compliant,3.01,Income_Tax,0.0,No
COMP204514,CL102687,KYC,25/11/2022,23/11/2022,Compliant,1.58,FIU,0.0,No
COMP204515,CL100323,tax_reporting,01/10/2021,29/09/2021,Compliant,2.66,SEBI,0.0,No
COMP204516,CL101609,KYC,30/05/2024,04/06/2024,Compliant,1.25,SEBI,0.0,No
COMP204517,CL106579,AML,25/04/2024,20/04/2024,Compliant,3.02,RBI,0.0,No
COMP204518,CL106091,tax_reporting,27/06/2023,16/07/2023,Non_compliant,6.58,SEBI,39180.6,Yes
COMP204519,CL114428,disclosure,27/10/2022,28/10/2022,Compliant,1.15,FIU,0.0,No
COMP204520,CL118861,tax_reporting,13/07/2023,08/07/2023,Compliant,1.3,FIU,0.0,No
COMP204521,CL117950,KYC,25/06/2022,20/06/2022,Compliant,3.29,SEBI,0.0,No
COMP204522,CL110036,KYC,18/06/2022,19/06/2022,Compliant,1.89,RBI,0.0,No
COMP204523,CL116385,disclosure,05/08/2021,05/08/2021,Compliant,2.63,FIU,0.0,No
COMP204524,CL117917,tax_reporting,03/12/2024,08/12/2024,Compliant,3.2,RBI,0.0,No
COMP204525,CL116823,KYC,05/07/2022,10/07/2022,Compliant,1.28,Income_Tax,0.0,No
COMP204526,CL114438,AML,01/03/2021,05/03/2021,Compliant,3.22,RBI,0.0,No
COMP204527,CL107270,disclosure,25/02/2025,22/02/2025,Compliant,1.09,SEBI,0.0,No
COMP204528,CL117962,disclosure,20/04/2023,,Pending,6.76,RBI,0.0,Yes
COMP204529,CL103157,AML,18/02/2022,15/02/2022,Compliant,3.84,SEBI,0.0,No
COMP204530,CL119258,tax_reporting,27/03/2024,,Pending,4.37,RBI,0.0,Yes
COMP204531,CL119439,AML,28/03/2021,,Pending,4.92,Income_Tax,0.0,Yes
COMP204532,CL113842,tax_reporting,14/01/2021,10/01/2021,Compliant,3.61,Income_Tax,0.0,No
COMP204533,CL111443,tax_reporting,10/10/2022,10/10/2022,Compliant,3.76,FIU,0.0,No
COMP204534,CL111593,KYC,02/11/2023,05/11/2023,Compliant,3.37,FIU,0.0,No
COMP204535,CL112752,AML,03/04/2023,30/03/2023,Compliant,2.34,FIU,0.0,No
COMP204536,CL114111,AML,16/01/2021,12/01/2021,Compliant,2.49,RBI,0.0,No
COMP204537,CL101293,AML,13/06/2024,11/06/2024,Compliant,2.56,FIU,0.0,No
COMP204538,CL113105,KYC,05/01/2021,04/01/2021,Compliant,3.41,SEBI,0.0,No
COMP204539,CL111829,disclosure,10/02/2024,,Pending,4.14,RBI,0.0,Yes
COMP204540,CL119397,AML,17/05/2023,,Pending,5.87,Income_Tax,0.0,Yes
COMP204541,CL114495,tax_reporting,15/11/2023,07/12/2023,Non_compliant,7.7,SEBI,33268.82,Yes
COMP204542,CL118601,disclosure,25/05/2025,26/05/2025,Compliant,1.53,FIU,0.0,No
COMP204543,CL118632,disclosure,28/02/2023,25/02/2023,Compliant,1.0,SEBI,0.0,No
COMP204544,CL111324,tax_reporting,09/06/2021,11/06/2021,Compliant,1.76,Income_Tax,0.0,No
COMP204545,CL103334,KYC,02/08/2021,06/08/2021,Compliant,2.19,RBI,0.0,No
COMP204546,CL114409,KYC,18/10/2021,18/10/2021,Compliant,3.05,Income_Tax,0.0,No
COMP204547,CL114941,KYC,30/08/2021,03/09/2021,Compliant,1.59,RBI,0.0,No
COMP204548,CL102568,KYC,27/10/2022,22/10/2022,Compliant,2.49,SEBI,0.0,No
COMP204549,CL118126,KYC,16/03/2025,14/03/2025,Compliant,1.88,Income_Tax,0.0,No
COMP204550,CL109883,KYC,13/10/2024,11/10/2024,Compliant,1.05,SEBI,0.0,No
COMP204551,CL110671,KYC,21/11/2021,23/11/2021,Compliant,1.15,Income_Tax,0.0,No
COMP204552,CL101801,KYC,29/12/2024,01/01/2025,Compliant,3.45,Income_Tax,0.0,No
COMP204553,CL108657,disclosure,31/10/2024,27/10/2024,Compliant,1.84,RBI,0.0,No
COMP204554,CL108947,disclosure,07/05/2023,06/05/2023,Compliant,2.18,RBI,0.0,No
COMP204555,CL108514,tax_reporting,31/03/2025,03/04/2025,Compliant,3.83,Income_Tax,0.0,No
COMP204556,CL117026,tax_reporting,16/04/2024,21/04/2024,Compliant,3.79,RBI,0.0,No
COMP204557,CL103413,AML,05/05/2023,30/04/2023,Compliant,2.66,Income_Tax,0.0,No
COMP204558,CL106143,AML,15/02/2023,10/02/2023,Compliant,3.38,SEBI,0.0,No
COMP204559,CL119353,KYC,18/04/2021,18/04/2021,Compliant,2.16,FIU,0.0,No
COMP204560,CL103395,KYC,16/10/2022,18/10/2022,Compliant,3.9,FIU,0.0,No
COMP204561,CL108503,KYC,08/10/2021,24/11/2021,Non_compliant,8.09,FIU,49225.97,Yes
COMP204562,CL119773,disclosure,23/12/2022,27/12/2022,Compliant,3.48,Income_Tax,0.0,No
COMP204563,CL107977,AML,28/04/2022,15/05/2022,Non_compliant,7.34,RBI,49638.04,Yes
COMP204564,CL111777,AML,03/12/2024,08/12/2024,Compliant,3.28,SEBI,0.0,No
COMP204565,CL114849,disclosure,05/07/2025,10/07/2025,Compliant,1.21,SEBI,0.0,No
COMP204566,CL107020,AML,16/03/2021,14/03/2021,Compliant,1.01,SEBI,0.0,No
COMP204567,CL109939,KYC,20/04/2021,21/04/2021,Compliant,2.15,RBI,0.0,No
COMP204568,CL104547,KYC,19/06/2024,20/06/2024,Compliant,3.65,FIU,0.0,No
COMP204569,CL102529,disclosure,08/01/2023,03/01/2023,Compliant,2.85,SEBI,0.0,No
COMP204570,CL113518,AML,16/02/2021,19/02/2021,Compliant,1.59,FIU,0.0,No
COMP204571,CL112254,tax_reporting,14/04/2025,16/04/2025,Compliant,1.26,SEBI,0.0,No
COMP204572,CL110149,KYC,12/04/2024,07/05/2024,Non_compliant,8.14,Income_Tax,27155.72,Yes
COMP204573,CL110920,tax_reporting,03/10/2024,,Pending,6.48,SEBI,0.0,Yes
COMP204574,CL104724,disclosure,08/10/2021,13/10/2021,Compliant,1.61,SEBI,0.0,No
COMP204575,CL103470,KYC,14/05/2024,19/05/2024,Compliant,2.11,Income_Tax,0.0,No
COMP204576,CL103492,KYC,08/03/2024,10/03/2024,Compliant,1.04,RBI,0.0,No
COMP204577,CL102166,disclosure,08/03/2022,,Pending,6.15,SEBI,0.0,Yes
COMP204578,CL107360,tax_reporting,04/10/2022,03/10/2022,Compliant,1.79,RBI,0.0,No
COMP204579,CL107010,tax_reporting,01/09/2021,06/09/2021,Compliant,1.55,Income_Tax,0.0,No
COMP204580,CL100158,AML,19/04/2023,15/04/2023,Compliant,1.17,RBI,0.0,No
COMP204581,CL119120,tax_reporting,09/12/2022,07/12/2022,Compliant,2.59,RBI,0.0,No
COMP204582,CL116480,AML,11/01/2021,10/01/2021,Compliant,3.25,RBI,0.0,No
COMP204583,CL114123,AML,05/06/2022,03/06/2022,Compliant,1.54,Income_Tax,0.0,No
COMP204584,CL104009,tax_reporting,09/02/2022,05/02/2022,Compliant,1.13,Income_Tax,0.0,No
COMP204585,CL107136,tax_reporting,23/04/2023,25/04/2023,Compliant,3.44,RBI,0.0,No
COMP204586,CL107291,AML,19/10/2024,17/10/2024,Compliant,1.18,Income_Tax,0.0,No
COMP204587,CL112882,KYC,08/05/2022,06/05/2022,Compliant,2.57,Income_Tax,0.0,No
COMP204588,CL110422,KYC,25/11/2023,22/11/2023,Compliant,3.23,SEBI,0.0,No
COMP204589,CL111711,disclosure,22/11/2023,27/11/2023,Compliant,2.44,SEBI,0.0,No
COMP204590,CL102427,tax_reporting,05/08/2021,02/08/2021,Compliant,1.09,FIU,0.0,No
COMP204591,CL110962,KYC,15/03/2025,,Pending,6.11,FIU,0.0,Yes
COMP204592,CL102907,tax_reporting,25/05/2025,29/05/2025,Compliant,2.91,SEBI,0.0,No
COMP204593,CL114559,disclosure,23/07/2021,26/07/2021,Compliant,2.97,SEBI,0.0,No
COMP204594,CL118512,AML,04/07/2025,05/07/2025,Compliant,1.94,Income_Tax,0.0,No
COMP204595,CL117368,KYC,04/01/2023,05/02/2023,Non_compliant,9.59,RBI,23159.09,Yes
COMP204596,CL116544,disclosure,30/03/2021,26/03/2021,Compliant,3.12,FIU,0.0,No
COMP204597,CL105452,disclosure,06/01/2021,03/01/2021,Compliant,1.31,SEBI,0.0,No
COMP204598,CL117338,disclosure,04/01/2025,25/02/2025,Non_compliant,8.84,SEBI,41259.3,Yes
COMP204599,CL102957,AML,18/05/2021,14/05/2021,Compliant,3.37,RBI,0.0,No
COMP204600,CL109630,AML,27/01/2021,31/01/2021,Compliant,3.07,FIU,0.0,No
COMP204601,CL109123,disclosure,16/03/2025,13/03/2025,Compliant,3.53,FIU,0.0,No
COMP204602,CL115335,AML,02/12/2023,05/12/2023,Compliant,3.06,Income_Tax,0.0,No
COMP204603,CL117106,tax_reporting,13/06/2023,12/06/2023,Compliant,3.92,Income_Tax,0.0,No
COMP204604,CL102996,tax_reporting,14/04/2022,11/04/2022,Compliant,3.61,FIU,0.0,No
COMP204605,CL115632,disclosure,10/04/2021,15/04/2021,Compliant,1.41,FIU,0.0,No
COMP204606,CL110621,tax_reporting,09/05/2023,11/05/2023,Compliant,3.82,Income_Tax,0.0,No
COMP204607,CL105959,tax_reporting,19/12/2022,,Pending,6.65,SEBI,0.0,Yes
COMP204608,CL119200,AML,26/12/2024,31/12/2024,Compliant,3.91,Income_Tax,0.0,No
COMP204609,CL105322,KYC,26/08/2022,21/08/2022,Compliant,1.59,RBI,0.0,No
COMP204610,CL101670,tax_reporting,26/07/2023,23/07/2023,Compliant,2.24,FIU,0.0,No
COMP204611,CL103064,KYC,20/12/2021,18/12/2021,Compliant,2.26,Income_Tax,0.0,No
COMP204612,CL119663,tax_reporting,29/09/2024,27/09/2024,Compliant,3.6,RBI,0.0,No
COMP204613,CL112741,KYC,22/04/2022,20/04/2022,Compliant,2.11,SEBI,0.0,No
COMP204614,CL110053,disclosure,03/06/2022,04/06/2022,Compliant,3.91,SEBI,0.0,No
COMP204615,CL118903,disclosure,07/10/2024,,Pending,5.23,SEBI,0.0,Yes
COMP204616,CL102291,AML,03/01/2022,03/01/2022,Compliant,3.75,Income_Tax,0.0,No
